customer_Dependents,internet_InternetService_DSL,internet_StreamingTV,internet_InternetService_Fiber optic,customer_tenure,account_PaperlessBilling,customer_SeniorCitizen,account_Contract_Two year,internet_OnlineSecurity,internet_StreamingMovies,internet_DeviceProtection,account_PaymentMethod_Electronic check,account_Contract_One year,account_Contract_Month-to-month,internet_InternetService_0,internet_OnlineBackup,account_Charges_Monthly,account_Charges_Monthly_Average,internet_TechSupport,Churn
1,0,0,1,50,1,0,0,0,0,0,0,0,1,0,0,69.75,71.154,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,19.65,19.65,0,1
0,0,1,1,27,1,1,0,0,1,0,0,1,0,0,1,104.65,109.77777777777777,1,0
0,1,0,0,58,1,0,0,1,0,1,0,1,0,0,1,71.1,74.12413793103448,1,0
1,0,0,0,12,0,0,0,0,0,0,0,1,0,1,0,26.4,26.245833333333334,0,0
0,1,0,0,72,0,1,1,1,1,1,0,0,0,0,1,78.45,78.92013888888889,1,0
0,0,0,1,14,1,0,0,0,1,0,1,0,1,0,1,86.3,84.35357142857143,0,1
0,0,0,1,10,1,1,0,0,1,1,1,0,1,0,0,89.8,91.42999999999999,0,1
1,1,0,0,72,1,0,1,1,0,1,0,0,0,0,0,66.5,66.82777777777778,1,0
1,1,0,0,9,1,0,0,0,0,0,1,0,1,0,1,50.1,53.78333333333333,0,0
0,1,1,0,45,0,0,1,1,1,1,0,0,0,0,0,81.65,80.41555555555556,1,0
0,0,0,0,64,0,0,1,0,0,0,0,0,0,1,0,19.45,19.15078125,0,0
0,1,1,0,2,1,0,0,0,1,1,1,0,1,0,0,49.25,45.175,0,1
0,0,0,1,64,0,1,0,1,0,1,0,1,0,0,0,80.3,78.4015625,0,0
0,1,0,0,39,0,0,0,0,0,1,0,0,1,0,1,41.1,40.949999999999996,1,0
0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,45.0,45.0,0,0
0,0,1,1,7,1,0,0,0,1,1,1,0,1,0,0,95.35,94.41428571428571,0,1
0,0,0,0,58,0,0,1,0,0,0,0,0,0,1,0,24.35,24.54913793103448,0,0
0,0,0,1,4,1,1,0,0,0,0,0,0,1,0,0,74.4,76.65,0,1
0,1,0,0,3,1,0,0,0,0,0,0,0,1,0,0,50.65,50.43333333333334,0,1
1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,74.35,74.35,0,1
0,1,1,0,72,0,0,1,1,1,0,0,0,0,0,1,86.05,87.63402777777777,1,0
0,0,1,1,43,1,1,0,0,1,0,1,0,1,0,1,101.0,102.05581395348837,0,1
0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,69.6,69.6,0,1
0,0,1,1,68,1,0,0,0,1,0,1,1,0,0,1,100.3,99.32867647058823,1,0
1,0,1,1,38,1,0,0,0,1,1,0,0,1,0,0,101.15,104.1236842105263,0,0
1,0,0,0,55,0,0,1,0,0,0,0,0,0,1,0,20.3,19.619090909090907,0,0
1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,71.65,71.65,0,1
0,0,0,1,8,1,0,0,0,1,0,1,0,1,0,0,84.9,95.61875,0,1
0,1,0,0,33,0,0,0,1,0,0,1,1,0,0,0,59.4,59.17575757575757,1,0
1,0,1,1,57,1,0,0,0,1,0,1,0,1,0,1,100.6,98.45087719298245,0,0
1,0,1,1,42,1,0,0,0,0,0,0,0,1,0,0,77.95,80.57142857142857,0,1
1,0,0,0,15,0,0,0,0,0,0,0,0,1,1,0,20.05,18.953333333333333,0,0
0,0,0,0,8,0,0,1,0,0,0,0,0,0,1,0,20.25,21.83125,0,0
0,1,0,0,4,0,0,0,1,0,1,1,0,1,0,0,56.75,61.2875,0,0
0,1,1,0,62,0,0,1,0,1,1,0,0,0,0,1,84.5,83.76129032258065,1,0
1,0,1,1,25,1,0,0,0,1,0,1,0,1,0,1,95.9,97.95,0,1
0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,19.45,19.45,0,0
1,0,0,0,68,0,1,0,0,0,0,0,1,0,1,0,19.5,17.55220588235294,0,0
0,0,1,1,34,1,0,0,0,1,1,1,0,1,0,0,100.05,102.3529411764706,0,1
0,0,0,1,72,1,0,1,1,0,0,0,0,0,0,0,84.7,85.9048611111111,1,0
0,1,1,0,21,1,1,0,0,0,1,0,0,1,0,0,60.05,58.86428571428572,0,1
1,1,0,0,55,0,0,0,1,0,0,1,0,1,0,1,55.7,56.941818181818185,0,0
1,1,1,0,42,1,0,0,1,0,0,0,0,1,0,1,69.4,72.81666666666668,0,0
0,0,1,1,67,1,0,0,1,1,0,0,1,0,0,1,100.9,100.49477611940299,0,0
0,0,0,0,41,0,0,1,0,0,0,0,0,0,1,0,20.65,20.36951219512195,0,0
0,0,0,1,26,1,0,0,1,0,0,0,0,1,0,1,86.65,84.95192307692308,0,0
0,1,1,0,4,0,0,0,0,0,1,1,0,1,0,0,65.6,62.525,0,0
0,1,1,0,66,1,0,1,1,1,1,0,0,0,0,1,62.5,62.672727272727265,1,0
1,0,0,0,15,1,0,0,0,0,0,1,0,1,1,0,25.25,26.323333333333334,0,0
0,0,1,1,63,1,0,0,0,0,1,0,1,0,0,0,90.05,92.33333333333333,1,0
0,0,0,1,59,1,1,0,1,0,1,0,1,0,0,1,82.95,83.1042372881356,0,0
0,1,1,0,25,0,0,0,0,1,1,1,1,0,0,0,54.2,56.926,1,0
0,0,0,0,4,0,0,0,0,0,0,0,0,1,1,0,19.4,23.35,0,0
0,0,1,1,2,0,0,0,0,1,0,1,0,1,0,1,95.65,83.65,0,1
0,1,1,0,69,0,0,1,1,1,1,0,0,0,0,1,90.65,91.62463768115943,1,0
0,0,1,1,5,1,1,0,0,1,0,1,0,1,0,0,91.4,89.95,0,1
1,1,1,0,66,1,0,1,0,1,1,0,0,0,0,1,79.5,78.72878787878788,1,0
1,0,0,1,6,1,0,0,0,1,0,0,0,1,0,1,83.55,79.59166666666667,0,1
1,0,1,1,28,0,0,0,0,1,0,0,1,0,0,0,92.2,91.71964285714286,0,0
1,0,1,1,57,1,1,0,0,0,1,0,0,1,0,1,95.3,97.67456140350878,1,0
0,0,1,1,22,1,0,0,1,1,0,0,0,1,0,0,101.35,105.32272727272726,0,1
0,0,0,0,49,0,0,0,0,0,0,0,1,0,1,0,20.7,21.062244897959182,0,0
1,0,1,1,65,1,1,0,0,1,1,0,1,0,0,0,103.9,104.10923076923078,1,0
0,0,0,1,2,1,0,0,1,0,0,1,0,1,0,0,75.7,94.6,0,1
0,1,1,0,42,1,0,1,0,1,1,0,0,0,0,0,78.45,80.31904761904762,1,0
1,0,0,0,61,0,0,1,0,0,0,0,0,0,1,0,20.55,21.409016393442624,0,0
1,0,1,1,26,1,0,0,0,0,0,1,0,1,0,0,83.75,79.63846153846154,0,1
0,0,0,0,10,1,0,0,0,0,0,0,0,1,1,0,20.0,19.86,0,0
0,0,0,0,67,1,0,1,0,0,0,0,0,0,1,0,25.6,26.721641791044775,0,0
0,0,1,1,10,1,0,0,0,1,0,1,0,1,0,1,99.85,99.09,1,1
0,0,0,1,4,1,0,0,0,0,0,1,0,1,0,0,76.05,79.725,0,1
0,0,0,1,66,1,1,0,0,0,0,0,0,1,0,1,80.45,79.15681818181818,0,1
1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,50.05,50.05,0,0
1,1,0,0,2,0,0,0,1,0,0,0,0,1,0,0,56.7,56.775,0,1
1,0,0,0,37,1,0,1,0,0,0,0,0,0,1,0,24.1,23.293243243243243,0,0
0,1,1,0,35,1,1,0,0,0,1,1,0,1,0,0,39.85,40.988571428571426,0,0
0,0,1,1,72,0,0,1,1,1,1,0,0,0,0,1,115.05,116.73611111111111,1,0
0,1,0,0,8,0,0,0,0,0,0,0,0,1,0,0,44.45,46.1625,0,0
0,0,1,1,19,1,0,0,0,0,0,0,0,1,0,0,78.7,78.68947368421053,0,0
0,0,0,0,20,1,0,0,0,0,0,0,0,1,1,0,19.6,17.807499999999997,0,0
0,0,0,0,38,1,0,0,0,0,0,1,1,0,1,0,24.25,24.063157894736843,0,0
0,0,0,0,57,0,0,1,0,0,0,0,0,0,1,0,18.8,19.19912280701754,0,0
1,0,1,1,38,1,0,1,0,0,1,0,0,0,0,0,94.9,95.16447368421052,1,0
1,0,1,1,67,0,0,1,1,1,0,0,0,0,0,0,104.6,102.7723880597015,1,0
0,1,0,0,22,0,0,0,1,0,0,0,0,1,0,0,55.1,56.96136363636364,1,0
0,0,1,1,57,1,0,0,1,1,0,1,0,1,0,0,99.65,96.43947368421053,0,0
1,1,0,0,72,1,0,1,1,1,1,1,0,0,0,1,74.35,72.74166666666666,1,0
0,1,1,0,70,0,0,0,1,0,1,0,1,0,0,1,79.4,78.9842857142857,1,0
0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,73.65,73.65,0,1
0,1,0,0,13,0,0,0,1,1,0,0,0,1,0,1,67.8,64.78846153846153,1,0
1,0,1,1,62,0,0,1,1,1,1,0,0,0,0,1,115.55,115.46854838709677,1,0
0,0,0,1,5,1,0,0,0,1,0,1,0,1,0,1,89.35,92.34,1,1
0,0,0,1,5,1,1,0,0,0,0,0,0,1,0,0,69.05,63.7,0,1
0,0,0,1,31,1,0,0,0,0,0,1,0,1,0,0,76.05,71.86451612903227,0,0
0,0,0,1,18,1,1,0,0,0,0,0,0,1,0,1,80.55,78.42500000000001,0,0
0,0,1,1,64,1,1,0,1,1,1,0,0,1,0,0,108.95,111.1140625,1,0
0,1,0,0,42,0,1,0,0,0,1,1,0,1,0,0,55.65,57.660714285714285,0,0
0,0,0,1,30,0,0,0,1,0,1,0,1,0,0,1,90.4,94.02166666666668,0,0
0,0,0,1,19,1,0,0,0,0,0,0,0,1,0,1,73.85,74.97368421052632,0,1
0,1,0,0,65,1,0,0,1,0,1,0,0,1,0,0,55.15,56.51,0,0
0,0,0,0,18,0,0,0,0,0,0,0,1,0,1,0,20.1,22.325000000000003,0,0
0,0,1,1,13,1,1,0,1,1,0,1,0,1,0,0,100.8,100.62307692307692,0,1
0,0,0,0,41,1,0,0,0,0,0,0,1,0,1,0,19.75,19.681707317073172,0,0
1,1,0,0,54,1,0,1,0,0,1,0,0,0,0,1,59.8,60.11944444444444,0,0
0,0,0,0,32,0,0,0,0,0,0,0,1,0,1,0,20.35,22.109375,0,0
0,0,1,1,72,0,0,1,1,1,1,0,0,0,0,1,115.8,115.72430555555555,1,0
1,0,0,0,59,0,0,1,0,0,0,0,0,0,1,0,19.5,19.45508474576271,0,0
0,0,0,0,25,0,0,1,0,0,0,0,0,0,1,0,24.75,27.684,0,1
0,0,0,1,15,1,1,0,0,1,0,0,0,1,0,0,85.6,89.70333333333333,0,1
0,0,0,1,14,0,0,0,0,0,1,1,0,1,0,0,75.35,73.28214285714286,0,1
1,0,0,0,52,0,0,1,0,0,0,0,0,0,1,0,25.75,25.881730769230767,0,0
0,0,1,1,61,1,0,0,1,1,1,1,0,1,0,0,106.45,103.2811475409836,0,0
0,0,0,0,54,0,0,1,0,0,0,0,0,0,1,0,20.05,20.414814814814818,0,0
0,0,0,1,8,1,0,0,0,0,0,1,0,1,0,0,73.5,79.025,0,0
0,1,1,0,3,1,0,0,1,1,1,1,0,1,0,0,77.4,68.71666666666667,0,0
0,0,0,1,14,1,0,0,0,0,0,0,0,1,0,1,80.05,79.45,1,0
0,0,0,0,72,1,0,1,0,0,0,0,0,0,1,0,20.8,21.12777777777778,0,0
0,0,0,1,35,1,0,0,1,0,1,0,0,1,0,1,96.75,97.24000000000001,1,0
0,1,0,0,66,0,0,0,0,1,0,1,0,1,0,0,63.85,64.61515151515152,1,0
0,1,0,0,48,1,0,0,0,1,1,0,1,0,0,1,70.55,71.26041666666667,0,0
1,0,1,1,48,1,1,0,1,1,1,1,0,1,0,0,104.5,105.58437500000001,1,0
1,1,1,0,21,0,0,0,1,0,0,0,1,0,0,1,77.5,77.38095238095238,1,1
0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,20.45,20.45,0,0
1,0,1,1,67,1,0,0,0,1,1,0,1,0,0,1,112.35,110.27537313432836,1,0
0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,19.8,19.8,0,0
1,1,0,0,7,1,0,0,1,0,0,1,1,0,0,0,49.75,47.32857142857143,0,1
0,0,0,1,17,1,0,0,0,1,1,0,0,1,0,1,90.95,94.83529411764707,0,0
0,0,1,1,40,1,0,0,0,1,1,0,1,0,0,1,106.0,104.46624999999999,0,0
0,0,1,1,24,1,0,0,0,0,1,0,0,1,0,0,89.85,90.21041666666667,0,1
0,0,0,1,69,1,0,0,1,1,1,0,1,0,0,1,107.2,106.0449275362319,1,0
0,0,0,1,72,1,1,1,1,0,0,0,0,0,0,1,84.8,85.30069444444445,1,0
0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,19.5,19.5,0,0
0,1,0,0,36,0,0,0,1,0,0,0,1,0,0,0,54.45,52.59722222222222,0,0
1,1,1,0,47,1,0,1,1,1,1,0,0,0,0,1,60.0,58.90744680851064,0,0
0,0,0,0,16,0,0,0,0,0,0,0,0,1,1,0,19.75,18.43125,0,0
0,0,0,0,17,1,0,0,0,0,0,0,1,0,1,0,19.65,20.679411764705883,0,0
1,0,0,0,38,1,0,1,0,0,0,0,0,0,1,0,20.2,19.632894736842104,0,0
0,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,79.1,79.1,0,1
1,1,1,0,72,0,1,1,1,1,1,0,0,0,0,1,92.45,89.44791666666667,1,1
0,1,0,0,50,1,0,0,1,0,0,0,0,1,0,1,35.0,35.648,0,0
0,0,0,1,8,0,0,0,0,0,0,1,0,1,0,1,75.6,66.94375,0,0
0,1,0,0,67,0,0,1,0,0,0,0,0,0,0,0,50.55,48.65820895522388,1,0
1,0,0,0,38,0,0,0,0,0,0,0,1,0,1,0,20.3,19.719736842105263,0,0
0,1,0,0,70,0,0,1,1,0,1,0,0,0,0,1,64.95,64.61785714285715,1,0
0,1,0,0,41,1,0,0,1,1,1,0,0,1,0,0,74.65,75.38170731707318,1,0
1,0,1,1,59,1,0,1,1,1,0,0,0,0,0,1,111.1,111.10508474576271,1,0
0,0,0,0,64,0,0,0,0,0,0,0,1,0,1,0,24.7,25.66796875,0,0
0,0,0,1,3,1,0,0,0,1,0,1,0,1,0,0,85.3,88.26666666666667,0,1
0,0,0,0,22,0,1,0,0,0,0,0,1,0,1,0,25.6,24.94545454545454,0,0
1,1,0,0,70,0,0,0,1,0,0,0,1,0,0,1,64.95,65.02142857142857,1,0
0,0,1,1,43,0,0,0,0,1,0,0,1,0,0,0,94.35,91.19302325581396,0,0
0,1,0,0,5,1,0,0,0,0,0,0,0,1,0,0,50.6,49.989999999999995,0,1
0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,86.6,86.6,0,1
0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,19.55,19.55,0,0
1,0,1,1,72,1,1,1,1,1,1,0,0,0,0,1,115.75,116.6548611111111,1,0
1,0,0,0,18,0,0,1,0,0,0,0,0,0,1,0,25.3,25.258333333333333,0,0
1,1,1,0,38,0,0,0,1,0,1,1,1,0,0,1,74.05,73.74473684210527,1,0
1,0,1,1,49,1,0,0,0,1,0,1,0,1,0,0,95.6,97.62244897959184,0,1
1,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,20.3,15.95,0,0
1,0,0,0,12,1,0,1,0,0,0,0,0,0,1,0,25.4,26.083333333333332,0,0
0,1,0,0,15,1,0,0,0,0,0,1,0,1,0,0,49.1,45.30333333333333,0,1
0,0,0,1,3,1,0,0,0,0,1,0,0,1,0,0,73.6,77.5,0,0
1,1,0,0,71,0,0,1,1,0,1,0,0,0,0,1,64.05,63.28028169014084,1,0
0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,20.7,20.7,0,0
0,0,0,1,34,1,1,0,0,1,1,1,0,1,0,1,94.25,94.63382352941177,0,1
0,0,0,1,6,1,0,0,0,1,0,1,0,1,0,1,90.75,85.375,0,0
1,0,0,1,51,1,1,0,0,0,1,1,0,1,0,1,84.2,81.29509803921569,0,1
0,1,0,0,26,1,1,0,0,1,0,1,0,1,0,0,66.05,63.55384615384616,1,0
0,1,0,0,49,1,0,0,1,0,0,0,0,1,0,1,59.75,59.88367346938776,0,1
0,0,1,1,24,1,0,0,0,1,1,1,0,1,0,1,104.65,105.93541666666665,0,1
0,1,1,0,69,1,0,1,1,1,0,0,0,0,0,1,60.05,60.53188405797101,1,0
1,0,0,0,56,1,0,1,0,0,0,0,0,0,1,0,24.8,25.432142857142857,0,0
0,1,1,0,44,1,0,0,0,1,1,0,1,0,0,1,53.95,53.98636363636364,0,1
0,0,0,1,47,1,0,0,0,0,0,1,1,0,0,1,78.9,77.66702127659575,0,0
0,0,1,1,72,1,1,1,1,1,1,0,0,0,0,1,116.75,114.95902777777776,1,0
0,0,0,1,18,1,0,0,0,0,0,1,0,1,0,0,69.8,67.86944444444445,0,0
0,1,1,0,51,1,0,1,0,1,0,0,0,0,0,0,75.2,76.49509803921569,1,0
1,1,1,0,66,0,1,1,1,0,1,0,0,0,0,1,79.4,78.10000000000001,1,1
1,0,1,1,46,1,0,0,0,1,1,1,0,1,0,1,99.8,95.46195652173913,0,0
0,0,0,0,9,1,0,0,0,0,0,0,1,0,1,0,20.15,18.188888888888886,0,0
0,0,1,1,69,1,0,0,0,1,0,0,1,0,0,1,104.7,104.64275362318841,1,1
0,0,1,1,47,1,1,0,0,1,1,1,0,1,0,0,100.05,103.63936170212766,0,1
0,0,0,1,12,1,0,0,1,0,0,1,0,1,0,0,78.95,77.27916666666667,0,1
1,0,1,1,72,1,0,1,1,0,0,0,0,0,0,1,95.9,96.58541666666666,0,0
0,1,1,0,4,1,0,0,0,1,1,1,0,1,0,0,74.4,74.925,1,1
0,0,0,1,2,0,0,0,0,0,1,0,0,1,0,1,79.7,82.5,0,1
0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,71.65,71.65,0,1
0,1,1,0,42,1,0,0,1,0,0,0,0,1,0,0,40.15,38.71547619047619,0,0
1,1,1,0,69,1,0,1,0,1,1,0,0,0,0,1,81.95,81.17971014492753,1,0
0,1,1,0,14,1,0,0,0,1,1,1,0,1,0,0,55.0,55.13928571428572,1,0
0,0,0,1,66,1,0,0,0,0,1,0,1,0,0,1,90.55,92.89318181818182,1,0
1,0,0,1,57,1,0,0,0,0,0,1,0,1,0,0,74.3,70.49736842105263,0,0
0,1,1,0,14,1,1,0,0,1,0,1,0,1,0,0,46.35,48.050000000000004,0,0
0,1,0,0,4,1,0,0,0,0,1,1,0,1,0,0,29.65,29.625,0,1
0,0,1,1,60,1,1,0,0,1,1,1,1,0,0,0,106.0,107.35666666666665,1,1
1,0,0,1,16,1,0,0,0,0,0,0,1,0,0,0,79.5,79.0125,1,0
0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,1,54.15,50.825,0,0
0,1,0,0,64,0,1,0,0,1,1,0,0,1,0,1,74.65,76.08359375,1,0
1,0,0,1,71,0,0,1,1,1,1,1,0,0,0,0,100.45,100.84084507042253,1,0
0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,44.75,49.35,0,0
0,1,1,0,72,1,0,1,1,1,1,0,0,0,0,0,84.4,84.67291666666667,1,0
0,1,1,0,26,1,0,0,1,0,0,0,0,1,0,1,69.5,69.2326923076923,0,0
1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,30.2,30.2,0,1
0,1,0,0,52,0,0,0,1,0,1,1,1,0,0,0,53.75,53.666346153846156,0,0
0,0,1,1,72,0,0,1,1,1,1,0,0,0,0,1,113.4,113.39027777777778,1,0
1,1,1,0,36,1,0,1,1,1,1,0,0,0,0,1,92.9,93.86805555555556,1,0
0,1,1,0,46,0,0,0,1,0,0,1,0,1,0,1,45.55,44.82934782608696,0,0
1,1,0,0,51,0,0,0,0,0,0,0,1,0,0,0,47.85,46.21078431372549,1,0
0,1,0,0,4,0,0,0,0,0,0,1,0,1,0,0,30.5,29.6,1,0
0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,75.0,69.7,0,1
0,0,1,1,56,1,0,0,0,1,0,0,0,1,0,1,105.45,105.65982142857142,1,0
0,1,1,0,16,0,1,0,0,0,0,1,0,1,0,0,59.4,63.99375,1,1
0,0,1,1,44,1,0,0,0,1,0,0,1,0,0,0,90.65,90.32159090909092,0,0
0,1,0,0,29,1,0,0,1,0,0,1,1,0,0,1,58.75,58.4896551724138,1,0
1,0,0,0,29,1,0,0,0,0,0,0,0,1,1,0,20.65,22.58103448275862,0,0
0,0,0,1,22,1,1,0,0,0,0,0,0,1,0,0,74.4,76.93636363636364,0,1
0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,74.0,74.0,1,0
1,1,1,0,29,0,0,0,1,0,0,0,1,0,0,0,69.05,67.53275862068966,1,0
1,1,1,0,68,0,0,1,1,1,1,0,0,0,0,1,88.0,90.61617647058823,1,0
0,0,0,1,34,1,1,0,0,0,0,1,0,1,0,0,75.55,71.33529411764707,0,0
0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,51.25,51.25,0,0
0,0,0,1,37,1,1,0,0,0,0,1,0,1,0,0,76.25,76.79864864864865,0,1
0,0,0,1,7,1,1,0,0,0,0,0,0,1,0,0,74.4,75.41428571428571,0,1
0,0,0,0,51,0,0,1,0,0,0,0,0,0,1,0,20.45,20.444117647058825,0,0
0,0,0,1,52,1,0,0,0,1,1,0,0,1,0,0,83.8,83.29615384615384,0,0
0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,44.8,44.8,0,0
0,1,1,0,21,1,0,0,1,0,0,0,0,1,0,0,43.55,48.166666666666664,1,0
1,0,1,1,70,1,0,1,0,1,1,1,0,0,0,1,110.2,109.85428571428572,1,0
0,0,0,1,69,0,1,0,1,1,0,0,1,0,0,1,87.3,87.76159420289855,0,0
1,0,1,1,42,1,0,0,0,1,0,1,0,1,0,0,94.2,99.67380952380952,0,1
0,0,1,1,33,1,0,0,0,1,0,1,0,1,0,1,100.0,100.62424242424242,0,0
0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,44.9,44.9,0,0
1,0,0,0,59,0,0,1,0,0,0,0,0,0,1,0,19.85,20.139830508474578,0,0
0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,24.85,31.0,0,0
0,0,0,1,4,1,0,0,0,1,1,0,0,1,0,0,82.85,79.9,0,0
1,0,0,1,31,1,0,0,0,1,0,1,0,1,0,1,91.15,96.62741935483871,0,1
0,0,1,1,61,1,0,0,0,1,1,0,1,0,0,0,103.3,106.85819672131149,1,0
0,0,0,0,42,1,0,0,0,0,0,0,1,0,1,0,19.55,19.985714285714284,0,0
0,1,0,0,13,1,0,0,0,0,0,1,0,1,0,1,31.05,26.71153846153846,0,1
0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,44.0,44.0,0,0
0,1,0,0,5,0,0,0,1,0,1,0,0,1,0,0,40.0,44.69,1,1
1,1,1,0,71,0,0,1,1,1,1,0,0,0,0,0,77.55,78.51197183098591,0,0
0,0,0,1,27,1,0,0,0,0,0,0,0,1,0,0,69.05,66.41666666666667,0,0
1,0,0,0,57,0,0,1,0,0,0,0,0,0,1,0,20.75,19.704385964912284,0,0
0,1,1,0,37,0,0,1,0,0,0,0,0,0,0,0,35.8,35.5918918918919,0,0
0,0,0,1,41,1,0,0,0,0,0,1,0,1,0,0,74.25,75.34390243902439,1,0
0,1,1,0,26,0,0,0,0,1,1,0,0,1,0,1,81.9,79.94423076923077,1,0
1,0,0,1,10,0,0,0,0,1,0,1,0,1,0,0,85.95,85.86,0,0
1,1,0,0,31,0,0,0,0,1,0,0,0,1,0,0,59.7,58.88709677419355,0,0
0,1,0,0,10,1,0,0,1,0,0,0,0,1,0,0,54.95,56.885000000000005,1,0
0,1,0,0,14,0,0,0,0,0,1,0,0,1,0,0,50.2,47.775,0,0
1,0,0,0,9,0,0,0,0,0,0,0,0,1,1,0,20.4,20.455555555555556,0,0
0,0,0,0,72,0,1,1,0,0,0,0,0,0,1,0,24.3,24.704166666666666,0,0
0,1,0,0,42,1,0,0,1,1,0,0,1,0,0,1,67.7,68.625,1,0
0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,20.35,20.925,0,0
0,0,1,1,25,1,1,0,0,0,0,1,0,1,0,1,89.5,87.846,0,1
0,0,1,1,5,1,0,0,0,0,0,1,0,1,0,0,84.0,84.95,0,0
0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,78.95,78.95,0,1
0,1,0,0,5,1,0,0,1,0,1,0,0,1,0,1,43.25,43.8,1,1
1,1,0,0,46,0,0,0,1,0,0,0,0,1,0,1,35.05,35.22282608695652,0,0
0,1,0,0,57,1,0,0,1,0,1,0,1,0,0,0,41.1,39.61842105263158,1,0
0,0,0,0,21,0,1,0,0,0,0,0,1,0,1,0,20.5,20.454761904761906,0,0
0,0,0,0,4,0,0,0,0,0,0,0,0,1,1,0,25.25,25.475,0,0
0,0,0,0,65,0,0,1,0,0,0,0,0,0,1,0,19.35,20.306923076923077,0,0
1,0,0,0,19,0,0,0,0,0,0,0,1,0,1,0,19.9,18.826315789473682,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,20.05,20.05,0,0
0,0,1,1,51,1,1,0,1,0,1,0,0,1,0,0,93.8,93.15588235294118,0,1
0,0,0,0,72,0,0,1,0,0,0,0,0,0,1,0,24.8,26.031944444444445,0,0
1,0,0,0,70,0,0,1,0,0,0,0,0,0,1,0,19.8,19.696428571428573,0,0
0,0,0,1,28,0,0,0,0,1,1,0,0,1,0,1,89.9,86.91071428571429,0,0
0,0,0,1,71,1,1,0,1,0,1,1,1,0,0,1,92.0,92.74929577464789,1,0
1,0,0,0,5,0,0,0,0,0,0,0,1,0,1,0,20.1,17.02,0,0
0,0,1,1,4,1,0,0,0,0,0,1,0,1,0,0,79.0,75.7875,0,1
0,0,0,1,69,1,1,0,0,1,1,0,0,1,0,1,95.35,92.4927536231884,0,0
1,0,0,0,57,0,0,1,0,0,0,0,0,0,1,0,19.5,20.48421052631579,0,0
0,1,0,0,68,0,0,0,0,1,0,1,0,1,0,1,44.95,45.37279411764706,1,0
0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,49.8,49.8,0,0
1,1,1,0,71,0,1,0,1,0,0,1,1,0,0,1,69.2,70.17605633802818,0,0
0,0,1,1,44,0,0,0,0,1,0,1,0,1,0,1,100.55,99.95795454545454,1,1
1,0,0,0,27,1,0,0,0,0,0,0,1,0,1,0,20.55,21.6037037037037,0,0
0,1,1,0,71,1,0,1,0,1,1,0,0,0,0,1,79.1,78.3781690140845,1,0
1,0,1,1,63,1,0,0,1,1,0,0,1,0,0,0,99.65,100.17777777777778,0,0
1,1,1,0,17,1,0,0,0,1,0,0,0,1,0,0,64.7,64.3,0,1
0,0,0,0,72,0,0,1,0,0,0,0,0,0,1,0,25.4,24.959722222222222,0,0
0,1,0,0,9,1,0,0,0,0,0,0,0,1,0,0,44.2,44.81666666666667,0,1
0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,74.3,74.3,0,0
0,0,1,1,1,1,1,0,0,0,0,1,0,1,0,1,90.6,90.6,0,1
0,0,1,1,65,1,1,1,0,1,1,0,0,0,0,1,105.85,103.46923076923076,1,0
0,1,1,0,52,1,0,0,1,0,1,0,1,0,0,0,64.3,65.58846153846153,0,0
0,0,0,1,9,1,0,0,1,0,0,1,0,1,0,0,74.85,78.6888888888889,0,0
0,1,0,0,1,1,1,0,0,1,1,1,0,1,0,0,39.65,39.65,0,1
1,0,0,0,21,0,0,0,0,0,0,0,1,0,1,0,19.8,16.67142857142857,0,0
1,0,0,0,63,0,0,1,0,0,0,0,0,0,1,0,24.65,24.99206349206349,0,0
